Y,X1,X2,X3
358183630,665,553,974
59887104,307,254,768
132370560,960,938,147
365620500,795,630,730
177119481,629,583,483
757778112,936,854,948
312258560,632,772,640
9582626,113,778,109
46246950,114,601,675
421072965,501,983,855
4581720,234,979,20
136613928,506,447,604
92097200,398,890,260
168000,800,70,3
133537440,515,296,876
385424272,578,779,856
232333920,702,985,336
49610480,727,80,853
11271150,825,69,198
96684210,747,215,602
200384184,741,616,439
6909280,224,155,199
762412233,829,961,957
185409336,707,892,294
14164458,138,341,301
141149070,699,381,530
118208888,227,547,952
16403560,395,716,58
305781300,550,603,922
38715768,622,133,468
55622385,595,423,221
40219686,318,299,423
17519180,433,578,70
7371540,918,803,10
26524014,202,253,519
44448880,58,782,980
68644368,719,216,442
5865878,101,818,71
128845080,285,897,504
242513600,800,413,734
11092950,297,747,50
203049000,879,350,660
44876195,91,895,551
35116290,474,165,449
44083364,62,754,943
86606064,496,261,669
42137584,466,356,254
5786924,22,302,871
475366710,806,615,959
100928304,997,666,152
144330824,451,367,872
119762472,601,437,456
227958507,501,987,461
193967680,332,872,670
568896900,745,979,780
88681824,462,344,558
12562940,65,422,458
38157240,844,110,411
85437070,170,629,799
132502860,830,294,543
201154200,246,962,850
35747184,632,66,857
618468120,801,796,970
192042396,546,961,366
133545888,756,284,622
110356504,536,907,227
135969120,588,235,984
570879972,676,911,927
93109635,955,207,471
382964490,743,830,621
19427512,367,104,509
1253721,227,21,263
141983820,492,477,605
28206400,610,80,578
6187104,432,434,33
2573775,123,155,135
546042060,747,930,786
128243676,318,506,797
4852512,48,166,609
211048200,748,950,297
209229160,530,644,613
122518656,808,234,648
6418656,828,12,646
176561415,785,373,603
22565712,696,86,377
2973657,17,879,199
70825548,269,444,593
38510370,642,465,129
453321864,967,612,766
303937920,738,576,715
13946100,350,87,458
82492425,225,367,999
31899426,163,507,386
174676320,468,620,602
429105534,949,806,561
215913698,637,434,781
114486996,681,244,689
13382916,114,743,158
573244,347,59,28
678322410,937,885,818
229234698,621,987,374
84628140,155,789,692
5670588,323,462,38
36549880,545,166,404
47633184,144,799,414
498527484,863,644,897
167308540,812,245,841
76166244,994,473,162
20413872,612,62,538
112379400,200,991,567
498389670,955,734,711
1398145,43,35,929
1184612,11,436,247
1772100,895,180,11
11307660,218,114,455
6258240,72,265,328
251041800,710,498,710
28498176,114,992,252
3774000,24,925,170
43739666,446,101,971
23635260,865,297,92
58360078,706,343,241
14693301,531,413,67
26817480,89,810,372
150324394,454,341,971
165326100,613,725,372
81841732,463,413,428
39450936,898,84,523
124179475,469,595,445
45055400,248,845,215
468297672,613,834,916
133083000,900,279,530
277166400,730,560,678
399840,34,240,49
865176,118,47,156
68384540,295,487,476
95298768,486,508,386
203751744,912,404,553
468437435,529,985,899
47053500,380,381,325
8998948,98,98,937
120798720,896,315,428
178247124,942,671,282
228797184,672,583,584
133336665,889,165,909
59665536,448,151,882
102858840,119,980,882
43991648,272,386,419
114403170,134,865,987
83294585,407,305,671
658428992,941,928,754
200916450,798,675,373
46082304,904,118,432
17925024,813,416,53
18108160,329,80,688
43904679,623,139,507
232453494,382,743,819
28099260,145,252,769
21400470,273,585,134
150785724,843,194,922
27245904,336,619,131
20973960,29,882,820
316012,2,794,199
108806880,705,224,689
12102048,174,336,207
7106176,196,824,44
70435820,229,910,338
1202464,106,709,16
50394528,657,204,376
31644180,620,159,321
496133814,814,867,703
613130,461,35,38
40963538,577,461,154
36771000,850,515,84
10585120,727,28,520
4866800,23,920,230
366599424,653,688,816
110598048,132,862,972
28175872,974,256,113
1540294,7,409,538
125617260,802,690,227
72501625,125,623,931
34189035,381,655,137
545955213,773,757,933
161512078,377,497,862
121810944,862,512,276
45331650,525,369,234
229614000,875,308,852
208012,238,874,1
142173276,389,532,687
192940,877,22,10
5865750,75,158,495
33113367,721,63,729
118195200,648,400,456
374826880,544,940,733
4952310,165,86,349
3113950,205,155,98
387916640,985,992,397
49701499,443,743,151
58763904,96,796,769
2830275,599,525,9
10820160,260,306,136
96309545,937,305,337
41234814,206,967,207
624900404,842,866,857
2897856,48,129,468
3803382,337,209,54
23441208,42,643,868
11407344,724,78,202
23049220,563,460,89
91813072,491,208,899
6295032,417,136,111
80933160,418,420,461
338238186,823,958,429
50274000,175,720,399
62783448,136,623,741
366365268,999,501,732
313653440,944,449,740
154242000,760,275,738
204571584,898,339,672
191851920,927,796,260
271936440,360,831,909
151856640,320,702,676
4019785,265,77,197
253728336,492,563,916
18531480,417,55,808
81825590,893,238,385
2773056,176,303,52
75308534,251,739,406
88780032,264,678,496
182194740,343,585,908
67049640,105,724,882
13966800,113,824,150
1729350,70,915,27
138312680,748,410,451
471200,38,31,400
236795400,940,405,622
8513568,246,412,84
82945632,924,392,229
189108216,456,531,781
13452236,413,958,34
63142590,690,769,119
347976684,957,471,772
54036558,151,423,846
13588965,801,45,377
2542176,936,97,28
551430990,995,594,933
92591200,377,800,307
36268992,906,144,278
575139070,673,914,935
89349442,233,602,637
74214295,179,505,821
14887440,713,40,522
148902598,299,499,998
209512848,642,452,722
352754080,595,776,764
222657120,630,444,796
78781808,257,476,644
127806000,840,425,358
553510104,794,903,772
242178000,600,905,446
97605912,353,281,984
57831200,184,449,700
1572480,40,72,546
54241200,195,285,976
19926165,669,185,161
148915360,802,211,880
417518766,993,423,994
56245350,115,510,959
103521789,489,357,593
279484528,977,941,304
516879528,746,724,957
34059844,548,683,91
4315200,150,496,58
201076560,733,540,508
72949215,353,599,345
80320383,879,429,213
74912610,906,719,115
132573840,365,483,752
373200930,635,927,634
53152120,970,412,133
4561920,480,66,144
815050992,974,952,879
219142992,347,669,944
177276000,660,632,425
49104512,244,304,662
82309920,917,374,240
414670806,657,803,786
58187880,855,376,181
402110280,803,936,535
108947067,391,709,393
439102184,733,824,727
8255520,360,364,63
222806220,430,949,546
19183500,435,252,175
58671620,115,959,532
5523440,130,904,47
9894060,114,330,263
13508544,322,276,152
98332893,321,337,909
157841112,339,968,481
65513175,91,993,725
360691268,829,758,574
12959232,624,472,44
211079520,801,732,360
92150784,202,864,528
321428448,723,528,842
120127082,722,439,379
7106432,8,944,941
18047064,204,623,142
40354560,80,744,678
218074500,903,420,575
241447752,546,857,516
14270625,625,177,129
53516160,608,978,90
144981397,253,757,757
149529120,744,260,773
157179240,463,828,410
127093986,953,558,239
151003200,978,160,965
85614165,195,707,621
101134260,356,295,963
11688768,223,91,576
7540884,131,492,117
5633472,444,976,13
3404592,426,108,74
36659040,440,106,786
99254036,379,329,796
172078788,941,933,196
411232800,842,555,880
497695760,688,745,971
22170834,931,567,42
660898440,894,740,999
521664000,608,975,880
161860200,951,296,575
15583152,52,452,663
327894512,968,979,346
10769280,40,948,284
42437500,350,970,125
29162850,115,395,642
46278490,454,145,703
14114742,82,181,951
212069520,815,556,468
62324640,168,687,540
2733056,32,544,157
8038368,339,494,48
186159885,719,421,615
275168688,552,887,562
214852,19,257,44
70577268,433,282,578
6941376,144,412,117
75008276,532,277,509
260104284,594,477,918
17366727,259,309,217
247446612,371,873,764
190878012,598,514,621
309439800,706,450,974
3649536,768,132,36
78488120,188,503,830
330908655,887,969,385
18403200,426,320,135
719690000,790,911,1000
497727835,649,815,941
88571220,290,654,467
267540,588,91,5
29325560,242,415,292
713184,408,874,2
85405320,572,945,158
59680075,925,709,91
186438728,476,554,707
324714240,426,794,960
48341111,247,383,511
399987612,999,503,796
20441334,173,838,141
606041800,994,938,650
148700768,452,472,697
8940456,511,648,27
229656100,373,655,940
56276124,178,474,667
28910658,163,721,246
111596373,907,441,279
239785700,298,950,847
21925280,508,104,415
40604760,655,216,287
197929872,609,666,488
22672320,565,209,192
7370280,20,531,694
447714176,884,532,952
2120400,950,6,372
370574160,748,690,718
105948810,726,621,235
85252050,767,190,585
233502102,639,909,402
28994112,756,141,272
83210512,812,274,374
120613472,644,328,571
539962500,850,847,750
16787625,503,375,89
24201888,226,368,291
49903917,717,163,427
49606830,673,455,162
262027296,916,548,522
61421715,339,235,771
539121,11,527,93
33398420,746,74,605
69809712,402,392,443
175440384,441,518,768
20403240,29,820,858
268763880,493,660,826
113663620,478,430,553
1560000,30,416,125
47023983,587,207,387
904632300,990,990,923
103103928,639,324,498
16852500,642,125,210
75372016,569,487,272
278519340,881,660,479
424036620,945,732,613
7190260,308,35,667
84991104,264,912,353
9248250,475,590,33
93025912,614,196,773
128116800,744,700,246
19818162,666,763,39
41652,18,26,89
23272788,178,283,462
212980215,399,707,755
252169010,653,529,730
42873600,200,308,696
33402618,94,369,963
408374400,700,618,944
293071352,436,931,722
9836640,60,506,324
23543316,366,142,453
228788820,621,676,545
4035782,586,97,71
139792575,845,205,807
231580700,845,284,965
181463100,442,595,690
25670400,191,896,150
146375524,566,677,382
387647370,417,990,939
30316716,818,261,142
5140954,94,91,601
2513313,477,11,479
10630440,386,459,60
506090790,885,998,573
15017664,214,688,102
35436024,663,393,136
16700580,702,366,65
174118104,873,856,233
21526050,65,665,498
7536000,100,96,785
45709740,345,362,366
448872264,906,636,779
2305800,140,549,30
588345660,630,951,982
17654949,843,117,179
28627060,220,203,641
360424064,679,704,754
643516176,706,932,978
48695350,781,430,145
48849570,371,342,385
11460636,877,27,484
88666242,322,789,349
110442696,546,829,244
5648720,655,22,392
270342072,462,858,682
138788864,688,512,394
21759150,530,119,345
45844722,873,77,682
1015740,342,495,6
370288800,504,948,775
250006680,933,420,638
62214080,535,736,158
24830994,123,523,386
7988640,445,51,352
65300352,381,208,824
4214430,495,18,473
20638800,728,75,378
140899500,355,675,588
351840000,600,733,800
4060420,26,970,161
197125335,883,363,615
58681584,104,729,774
572832,72,52,153
141888864,752,533,354
360532640,860,754,556
11802375,351,269,125
14160,708,5,4
519802920,738,774,910
41149728,108,982,388
99484518,186,701,763
457259642,782,721,811
89307120,272,795,413
15852855,447,205,173
120995840,512,844,280
1926672,979,8,246
187459200,920,720,283
44826870,233,242,795
38307992,293,236,554
137131848,434,804,393
92144556,822,942,119
13291005,637,107,195
94569216,896,359,294
462981400,850,794,686
5333760,960,926,6
1447040,35,608,68
246022608,692,559,636
447904080,702,780,818
1152624,59,74,264
175084240,380,503,916
33531185,215,593,263
4386096,426,39,264
174290868,716,387,629
93196488,658,174,814
3977940,167,794,30
218904192,564,624,622
252520128,336,966,778
172816656,516,404,829
125049015,405,377,819
3712900,694,25,214
215447148,522,951,434
113324964,124,951,961
229468688,628,547,668
49841568,328,469,324
13600320,40,744,457
189344050,547,575,602
132950272,439,832,364
16305234,33,814,607
448501212,501,972,921
19796088,536,39,947
55814616,278,676,297
56076024,69,899,904
36974322,721,693,74
29255684,173,631,268
185793552,356,763,684
893728960,998,965,928
22707015,699,445,73
67906872,537,132,958
29353590,501,189,310
1640958,23,506,141
87621264,697,216,582
187964096,298,857,736
6625920,240,29,952
306607644,642,498,959
41428800,576,105,685
228533221,943,389,623
33724152,474,196,363
159644000,250,746,856
82362638,859,251,382
4382532,561,63,124
4979040,184,451,60
45252414,307,862,171
29230146,349,162,517
24236940,161,965,156
576978780,746,889,870
466778928,748,874,714
17269200,120,585,246
35223456,904,382,102
775008,648,13,92
619466460,835,844,879
80394912,436,468,394
5499200,28,982,200
206866370,277,955,782
19948500,825,62,390
187428110,937,482,415
61926920,748,170,487
11720800,115,728,140
28932384,97,717,416
45206400,136,554,600
32091696,156,372,553
8359924,317,347,76
5263056,81,131,496
349657340,655,842,634
405319032,867,516,906
60867345,349,231,755
60620352,652,624,149
2344062,343,51,134
19448061,789,157,157
384408,456,281,3
398308922,761,814,643
52165022,647,182,443
173302250,674,425,605
960498,363,378,7
105384240,810,936,139
3626735,35,791,131
290617250,341,974,875
112994400,529,480,445
14852560,536,170,163
54355698,162,459,731
49730200,650,617,124
43708280,617,230,308
1764720,171,40,258
49341200,293,200,842
7700784,172,574,78
39168810,505,558,139
150552864,584,372,693
127090190,883,778,185
1660,2,5,166
81560025,485,505,333
221265000,594,500,745
33505360,133,470,536
3806040,985,46,84
941220,18,210,249
13794190,919,19,790
29543105,985,89,337
24395085,223,561,195
95711616,429,498,448
88389630,735,786,153
38500000,880,125,350
43794240,80,686,798
21531294,401,471,114
307141945,517,907,655
8335200,460,20,906
317154240,780,516,788
2430981,329,9,821
10639860,490,42,517
128407061,797,367,439
172880946,518,789,423
24857280,72,959,360
1976688,318,222,28
18388890,845,93,234
102195192,521,743,264
129656880,930,314,444
41485440,248,205,816
29277360,555,471,112
249431550,985,734,345
106521280,820,706,184
112692564,372,419,723
26224209,621,121,349
103312044,836,597,207
79625504,706,742,152
284993460,529,738,730
11629071,789,17,867
23585040,895,108,244
4198480,11,734,520
94216941,871,153,707
39759660,486,606,135
15254568,472,399,81
27535104,153,304,592
56056000,364,500,308
48678784,449,242,448
22894328,163,181,776
7939646,23,781,442
155122888,556,701,398
160189897,397,977,413
4326790,26,415,401
163108992,906,194,928
48027402,317,443,342
64661960,895,821,88
45347566,418,157,691
25043772,507,53,932
15825180,919,410,42
11498592,142,723,112
56256720,380,438,338
431535660,870,526,943
56729260,196,535,541
53945394,822,73,899
9237402,458,249,81
496316808,738,702,958
147903360,298,528,940
4172080,5,968,862
282041100,930,330,919
336244692,508,903,733
186005592,743,684,366
65829375,375,747,235
19427448,813,412,58
603118656,838,784,918
149370480,777,240,801
92424150,610,555,273
37068720,208,327,545
73306464,844,517,168
22254800,820,115,236
54041708,686,331,238
108700748,247,538,818
139212528,546,314,812
41236458,773,102,523
70219440,531,435,304
459938358,627,747,982
279461130,691,663,610
917928,76,66,183
638112,736,3,289
138702240,216,970,662
384030816,787,897,544
32740270,566,115,503
9543040,130,248,296
33849900,398,810,105
2195298,9,931,262
3080160,432,713,10
70185222,681,267,386
16633038,911,179,102
56005920,276,890,228
322650,225,6,239
251229456,674,558,668
362963920,869,920,454
308241920,721,512,835
5597760,28,510,392
142359840,870,336,487
332033840,856,982,395
367100370,630,669,871
198009900,590,594,565
157611906,639,639,386
14811792,436,596,57
14013144,282,82,606
393758470,773,665,766
24586760,760,187,173
194549490,618,677,465
23322120,285,772,106
71020257,167,539,789
41049999,227,639,283
2954028,556,11,483
417821712,956,473,924
282061008,772,398,918
24493840,140,229,764
96912882,341,554,513
4771968,731,96,68
2496494,473,26,203
20202777,333,749,81
316422960,431,798,920
95724477,423,723,313
41612788,764,251,217
56924956,671,334,254
307398520,793,440,881
165866432,802,368,562
99227520,749,320,414
11240972,62,269,674
33823914,563,323,186
64786722,871,98,759
573650000,745,770,1000
26101845,81,495,651
26642750,355,79,950
186288096,906,362,568
125533800,246,972,525
44704359,633,413,171
205837425,615,421,795
260994580,434,770,781
22309500,321,100,695
46646520,76,615,998
25401600,640,210,189
207187794,297,699,998
25459866,227,186,603
18592255,79,605,389
67264260,501,245,548
123500020,959,137,940
2132676,837,4,637
32349504,544,561,106
151244028,233,988,657
32177600,280,520,221
18428800,886,26,800
109630500,375,788,371
74537232,172,469,924
96200,8,185,65
109105920,574,288,660
112995600,191,870,680
318200000,688,625,740
14104160,980,257,56
222027762,878,291,869
25269120,856,30,984
64374576,112,677,849
84471660,573,378,390
2535381,277,27,339
7319520,204,156,230
33348,794,7,6
275506420,782,490,719
168000300,346,585,830
22098714,61,726,499
203501808,956,292,729
19250256,34,761,744
492500736,756,864,754
100641100,658,805,190
11907072,256,304,153
11609760,570,38,536
31581116,178,437,406
140954220,554,330,771
21457198,98,587,373
1166880,10,156,748
153874000,725,280,758
73568000,220,880,380
30091824,428,81,868
10178700,525,262,74
7974960,606,280,47
14946275,739,25,809
28223910,85,429,774
344086668,421,876,933
22165650,421,130,405
88477580,194,773,590
410335476,703,762,766
5126160,806,424,15
19469730,139,230,609
47995506,926,117,443
58444771,541,253,427
80120880,630,757,168
13903934,551,341,74
12756744,649,126,156
238746096,472,969,522
115223931,909,141,899
47020935,305,201,767
126868977,867,639,229
1796256,243,336,22
137318184,492,514,543
5387040,696,90,86
11168400,300,164,227
301087000,995,890,340
321072144,654,872,563
39784140,283,180,781
318143700,420,837,905
96085143,297,409,791
57323520,311,192,960
38233034,119,742,433
143610720,330,472,922
76209680,614,232,535
286762140,749,540,709
86443293,787,779,141
78432475,323,275,883
65539620,732,635,141
44305360,115,398,968
216144,79,24,114
25422300,601,100,423
103583766,543,506,377
4956000,150,56,590
260394420,858,979,310
168486480,720,729,321
690663420,905,774,986
685816244,761,914,986
134981990,685,338,583
122254941,977,787,159
92442600,950,918,106
308450000,398,775,1000
34222496,952,473,76
102905880,518,385,516
63770850,991,195,330
78659680,220,748,478
158224248,779,504,403
10720750,305,74,475
414647220,667,797,780
87654924,777,357,316
30209680,776,170,229
307815822,571,603,894
88560,9,820,12
86082300,947,303,300
89230008,157,796,714
183605872,989,283,656
97464000,131,930,800
14430640,70,353,584
93953480,380,683,362
776024088,888,917,953
472868916,806,706,831
18731768,88,523,407
133975602,618,569,381
228065784,929,579,424
5906160,631,48,195
285979298,751,911,418
60038030,793,134,565
59789880,166,414,870
563739120,841,720,931
232195200,608,570,670
301185536,773,761,512
122580096,634,228,848
214532401,551,629,619
27286448,271,203,496
155598696,198,892,881
27468504,999,982,28
40495536,342,722,164
63754880,380,784,214
17183736,303,556,102
332042032,854,742,524
34285104,339,294,344
130230540,583,730,306
262871616,672,617,634
9096360,84,637,170
318169215,801,585,679
44151303,401,147,749
11006576,556,196,101
208180544,736,299,946
109630884,862,282,451
182112840,780,654,357
85014400,400,248,857
158071936,352,524,857
34944800,605,80,722
246110700,660,535,697
108661950,426,895,285
597053605,863,773,895
23059008,798,336,86
251090256,862,916,318
526402800,844,770,810
17626280,460,391,98
203985656,577,749,472
911643040,968,980,961
22224636,588,129,293
486046467,883,551,999
575250,75,118,65
86803836,534,238,683
182092365,455,477,839
78114514,131,751,794
48744132,618,226,349
173261829,829,699,299
75054720,970,416,186
421686135,723,585,997
8172054,447,33,554
194465000,445,950,460
13870224,18,993,776
38682180,691,311,180
147585024,288,816,628
7092162,306,43,539
216635370,518,735,569
118974086,418,511,557
2304960,210,784,14
143352874,629,446,511
170217684,699,546,446
840817340,970,961,902
202832118,774,271,967
15105552,671,201,112
203611455,981,411,505
165310392,769,636,338
6331750,430,475,31
693928,683,508,2
2270400,129,220,80
3603600,350,88,117
129270400,199,800,812
102827016,683,153,984
6437088,217,309,96
224862480,972,430,538
257840856,696,767,483
66941700,254,350,753
21693483,657,89,371
46044576,447,296,348
277041600,795,363,960
123470932,394,442,709
304937100,389,804,975
356409828,684,601,867
2198520,788,93,30
670680,90,69,108
41811000,905,210,220
72557640,207,508,690
204509226,607,466,723
70106064,727,112,861
880800,367,400,6
574298400,932,632,975
218080343,859,331,767
47436696,186,802,318
75735000,675,374,300
347174204,884,433,907
106803180,627,835,204
412486221,733,633,889
331403580,645,911,564
76212180,305,396,631
118552896,672,242,729
21246792,812,98,267
116708592,546,616,347
95218200,220,945,458
114908872,793,614,236
48236160,160,582,518
99840720,887,140,804
4430400,923,25,192
7668864,252,951,32
11245344,69,176,926
168191709,713,987,239
147702620,491,338,890
145202016,496,503,582
242871720,364,690,967
97365693,271,381,943
246454656,662,554,672
1477782,19,87,894
181549875,835,669,325
7557760,964,490,16
74161360,334,520,427
2181924,27,89,908
105893580,389,349,780
12274704,632,747,26
596976318,867,933,738
61286400,285,560,384
1464050,445,329,10
30879072,106,714,408
26316576,176,923,162
610635480,843,728,995
28481700,67,545,780
28507290,453,406,155
80937739,631,817,157
83772900,450,426,437
147706000,760,598,325
239682840,786,790,386
11792712,212,762,73
12413808,528,51,461
370479636,558,926,717
28018176,348,136,592
2026908,156,71,183
479477124,738,651,998
319732434,553,747,774
19797804,117,239,708
417372840,753,894,620
267362394,654,533,767
169331734,806,269,781
194062242,673,771,374
45523620,783,340,171
58629060,237,665,372
585504,19,963,32
297242880,960,682,454
96500400,940,580,177
5029325,725,991,7
164736,11,104,144
157407700,626,535,470
100963125,775,135,965
52855740,531,180,553
1813968,459,304,13
32092320,481,417,160
113083776,839,576,234
129713430,482,385,699
189239578,922,397,517
363620670,490,893,831
17601276,886,231,86
10188080,16,791,805
22759704,618,297,124
286175538,957,449,666
3309696,153,32,676
189427350,809,669,350
192115308,462,589,706
244615720,479,751,680
46393888,566,872,94
7486776,548,33,414
192384608,464,481,862
73607751,413,483,369
408144660,644,759,835
31934925,935,135,253
201493968,676,708,421
112065617,919,197,619
133560576,904,171,864
162282666,831,754,259
49061376,576,117,728
28596720,489,86,680
4114432,28,256,574
85160500,362,941,250
23728400,274,866,100
12866568,143,276,326
65409847,347,751,251
42985306,514,919,91
27654418,41,989,682
125698608,378,422,788
1087500,290,5,750
144336894,923,201,778
9133908,582,413,38
20072136,56,471,761
17388800,304,80,715
143872224,204,886,796
93689316,434,402,537
337962690,690,661,741
76059,1,243,313
3081249,171,37,487
150839200,461,400,818
228275146,554,797,517
217558890,827,474,555
3242400,25,579,224
122471910,765,766,209
1560348,6,974,267
178347526,677,434,607
85392300,785,588,185
41731200,230,320,567
267579648,706,423,896
61017300,450,558,243
21149920,788,671,40
62903687,137,979,469
183552000,640,300,956
10116504,447,123,184
54530684,388,569,247
116519256,763,756,202
32319560,260,182,683
9611140,869,79,140
228679440,627,940,388
82073775,805,971,105
368086708,946,757,514
68507694,606,477,237
108238848,223,512,948
38353920,880,64,681
623136040,818,929,820
125271984,487,699,368
5624144,782,8,899
422316048,616,978,701
3391120,304,97,115
3162908,284,301,37
137466966,749,362,507
9947652,726,527,26
19957762,289,73,946
187212282,543,422,817
436941232,997,728,602
41275942,947,62,703
66900834,329,858,237
272269400,785,598,580
11245878,329,633,54
34043490,318,585,183
471340815,913,635,813
184192744,677,284,958
30983260,847,620,59
91332420,822,271,410
48452700,300,373,433
2468781,789,149,21
81384940,388,461,455
8360352,116,396,182
17462592,854,72,284
574723520,742,940,824
208472,22,23,412
110491080,301,380,966
94883360,169,880,638
157496976,637,303,816
286977141,759,977,387
22276800,364,136,450
349772748,796,741,593
88867700,545,310,526
1899018,139,759,18
402385671,771,927,563
85671000,375,334,684
63391900,275,572,403
104962248,276,526,723
22081572,969,844,27
57825075,475,527,231
1684394,463,34,107
108738375,925,255,461
292605888,573,808,632
7585600,862,25,352
70240800,678,148,700
6494418,483,27,498
286905320,818,494,710
6945384,58,204,587
47225295,379,355,351
97380800,352,550,503
3103256,563,52,106
259176120,740,807,434
315355950,755,714,585
24278800,130,805,232
292812975,681,945,455
94042032,301,368,849
78109416,616,579,219
23765404,533,142,314
198782241,447,629,707
113654016,378,696,432
235672524,862,498,549
135147808,956,862,164
1717100,10,223,770
13385034,234,829,69
125043750,750,855,195
89920140,199,886,510
23402300,452,475,109
444902195,967,551,835
100057608,316,359,882
188496,119,396,4
133965447,627,233,917
70025508,642,159,686
275708420,866,395,806
1788215,671,533,5
4749200,310,383,40
996138,297,13,258
2962050,434,525,13
384558328,721,968,551
203879450,970,635,331
50971680,432,135,874
53557770,570,217,433
12544389,513,39,627
2763216,279,16,619
6653880,202,610,54
257461280,848,626,485
131366560,548,461,520
15354600,60,785,326
185180688,504,586,627
197183646,759,306,849
74948720,154,529,920
102695054,269,737,518
121047271,361,613,547
247808880,990,934,268
11343072,78,596,244
263625000,625,444,950
95703552,864,112,989
135253122,267,799,634
55352484,279,396,501
14220381,653,61,357
4628052,198,377,62
87070620,210,481,862
138846400,704,343,575
338817600,575,992,594
101193144,156,793,818
32611032,102,332,963
18277365,215,129,659
92335500,765,170,710
66108900,737,138,650
68163840,873,610,128
147452400,656,405,555
254219600,740,445,772
66569616,228,348,839
42899154,313,431,318
243237168,876,324,857
224857880,580,481,806
226653,7,43,753
143508375,421,505,675
251862480,722,760,459
89655300,175,532,963
201793338,431,703,666
61245360,95,814,792
10188750,55,494,375
41388204,542,858,89
28856592,114,318,796
8470233,29,747,391
10728578,761,38,371
34405620,758,890,51
548720,1,722,760
241043070,922,601,435
76209408,776,396,248
2001376,566,34,104
172049752,434,713,556
48389000,424,415,275
52709238,999,851,62
31829694,538,481,123
144514450,365,685,578
35953632,288,429,291
75044808,566,762,174
238201920,292,824,990
40231950,659,550,111
159735480,870,932,197
276805620,430,786,819
29211840,189,644,240
145208163,699,709,293
55062744,726,283,268
7647640,70,286,382
11696476,823,418,34
94998960,360,618,427
64040448,692,192,482
295081920,369,833,960
122513520,802,402,380
41735408,754,88,629
15164100,42,415,870
105674800,329,803,400
9457936,466,59,344
13487175,195,795,87
303871583,731,593,701
164351856,831,263,752
78531072,232,688,492
477775872,882,736,736
192164367,993,449,431
450059280,751,681,880
281165500,737,700,545
53517984,481,304,366
300417984,822,752,486
133160072,706,773,244
32084780,793,68,595
18589020,359,60,863
50003250,125,627,638
22349264,574,157,248
32959654,631,574,91
26076414,182,163,879
25468176,782,708,46
332529639,663,533,941
72587088,856,673,126
37498096,692,713,76
36542240,553,236,280
282105152,568,724,686
262594856,712,397,929
85450807,949,127,709
276901083,739,527,711
5340432,888,31,194
5078304,916,88,63
315691992,693,999,456
2705600,8,712,475
230899680,452,774,660
303312,71,48,89
90823826,989,146,629
38496920,862,55,812
58302048,808,84,859
3278880,72,66,690
180543168,468,564,684
282833586,417,769,882
67167068,578,599,194
146377616,986,482,308
320185008,781,876,468
14216758,422,59,571
8771616,504,229,76
297402592,608,509,961
29678,142,209,1
49364154,431,202,567
520296000,608,875,978
127881504,958,324,412
132561036,492,459,587
84304500,186,925,490
606582,47,18,717
8767002,782,111,101
471934827,939,789,637
2058146,103,103,194
5381600,70,496,155
848776,158,79,68
276381340,692,529,755
15029280,80,213,882
425067720,895,771,616
2300592,287,334,24
196324310,443,974,455
1993112,29,484,142
277609354,799,929,374
43353180,573,780,97
99077004,807,156,787
98515602,909,486,223
338216136,878,683,564
7957080,460,18,961
1855872,358,27,192
95012568,423,294,764
1318590,105,138,91
18253950,66,925,299
64316700,675,581,164
656204373,803,909,899
4526964,569,68,117
218277360,807,980,276
86001000,789,1000,109
40107672,569,267,264
52198416,808,873,74
49030920,81,740,818
60235320,228,290,911
555588000,732,825,920
140702646,321,917,478
14010864,686,184,111
16329441,201,593,137
40174284,138,326,893
146273556,169,948,913
107308800,225,768,621
48322560,264,320,572
124193322,198,797,787
64821757,91,847,841
1580040,627,6,420
11307912,22,812,633
49389648,644,308,249
298443262,806,947,391
273915096,328,897,931
35929530,321,182,615
43803744,186,718,328
1485960,488,87,35
76535280,635,972,124
240780504,696,757,457
37331230,535,278,251
268331400,425,888,711
93327912,212,666,661
15625050,647,483,50
137507760,664,531,390
109718000,461,850,280
11672700,15,820,949
417473928,893,516,906
3236416,244,829,16
46409396,407,116,983
93116400,564,650,254
15012144,562,106,252
59104476,372,633,251
332170000,590,563,1000
181372608,593,354,864
8361280,136,265,232
74057808,984,311,242
17126486,703,937,26
281182720,355,884,896
12790245,321,65,613
324744673,661,649,757
12752784,66,249,776
263885237,929,341,833
14299990,31,815,566
344760,260,78,17
163376628,842,219,886
11169795,343,65,501
8604792,27,588,542
103294191,689,649,231
164687160,510,902,358
120188376,326,798,462
104593968,603,592,293
393159884,782,793,634
13325325,173,975,79
280030800,901,400,777
631377,31,219,93
522536845,955,761,719
42916896,792,92,589
82923264,837,128,774
17344624,88,527,374
47687280,92,815,636
45303510,346,435,301
1584000,160,50,198
38319372,882,78,557
434972160,744,630,928
219042,849,3,86
104243133,799,471,277
51031620,459,204,545
135444400,200,793,854
29291760,426,573,120
1683836,781,49,44
85910130,281,645,474
159132600,940,418,405
455298144,766,976,609
454165740,933,798,610
64061712,208,549,561
240381920,739,380,856
194910326,299,794,821
170285328,524,459,708
30665842,163,218,863
47075113,431,239,457
163985250,834,275,715
19762288,554,182,196
104901876,438,358,669
12546755,871,335,43
3915340,481,148,55
1508220,15,399,252
208879440,890,381,616
130972248,554,597,396
45837249,951,307,157
207432576,468,912,486
45328944,372,743,164
6607554,149,114,389
